GROUPCODE	QQNUM	CAPTURE_TIME	IP	IPAREAID	CONTENT	_QUERY_MATCHTERMS	DotIP	Position
695655587	1815904959	20201018214045	1999496568	320100	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	119.45.229.120	中国江苏省南京市
695655587	3395464912	20201018214046	1999496568	320100	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	119.45.229.120	中国江苏省南京市
807677486	1822714691	20201002121353	2432677119	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.180.255	中国山东省临沂市
807677486	1822714691	20200926162600	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926163303	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926163947	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926165855	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926170756	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
776985244	1822714691	20200926173006	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926174907	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926174916	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926174941	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926175323	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200926175334	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200927073553	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200927075538	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200927075737	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
807677486	1822714691	20200930080123	2432677218	371329	取消广告成功，当前无广告 上部分内容为 精品福利 中间内容为 点击播放 小尾巴内容为 小尾巴 下面部分内容为 长按可以转发 播放器广告内容为 欢迎观看 跳转链接内容为 http://baidu.com/ 跳转广告内容为 转发永久保存 无 无 无	13 14 3201 3403 3406 3411 3713 4406 HTTPS//URL.CN 一本道 三级 乱仑 乱伦 乱轮 人兽 人妻 偷情 制服 卵仑 口活 哟女 国产 少女 幼女 强间 撸片 无码 日韩 欧美 精品 萝莉 转发永久保存 轮奸 迷间 野战 高清	144.255.181.98	中国山东省临沂市
