groupid	id	capture_time	content	ipareaid	dotip	position	len_content	_query_matchterms
1049074697	1574170697	2.0201E+13	6 86eA1B8751962c6f0d22b7      50KHSjuEearwd8hAZ9B384ADDC751DDA03BA74183885F7959F.jpgA	610113	1.80.139.1	中国陕西省西安市	86	1049074697
1049074697	1574170697	2.0201E+13	各位兄弟棒棒忙，推广一下，换手机了，增加一下观看时间，加速器还是很好用的，自带很多网站跟软件，没有的可以试试看。	610113	1.80.139.1	中国陕西省西安市	56	1049074697
960047897	1574170697	2.0201E+13	6 86eA1B929056b16f1e903f      50HHXZhKAhg8C4WTT9B384ADDC751DDA03BA74183885F7959F.jpgA	610113	1.80.139.1	中国陕西省西安市	86	960047897
960047897	1574170697	2.0201E+13	卧槽，兄弟们，你们都有这个吗？	610113	1.80.139.1	中国陕西省西安市	15	960047897
960047897	1574170697	2.0201E+13	帮帮忙呗，增加点时间。	610113	1.80.139.1	中国陕西省西安市	11	960047897
960047897	393412162	2.0201E+13	@北京＠老杜 @北京＠老杜 中国好领导啊！	610303	1.82.225.171	中国陕西省宝鸡市	21	960047897
960047897	393412162	2.0201E+13	18   19岁，正常应该还在上高中吧？	610303	1.82.225.171	中国陕西省宝鸡市	20	960047897
960047897	393412162	2.0201E+13	淋病也就半个月	610303	1.82.225.171	中国陕西省宝鸡市	7	960047897
960047897	393412162	2.0201E+13	不可能同时发病	610303	1.82.225.171	中国陕西省宝鸡市	7	960047897
960047897	393412162	2.0201E+13	说的我立马停下了搜索交友群的手	610303	1.82.225.171	中国陕西省宝鸡市	15	960047897
960047897	393412162	2.0201E+13	不过这个唱歌喝酒。买衣服，其实消费也不低	610303	1.82.225.171	中国陕西省宝鸡市	20	960047897
960047897	393412162	2.0201E+13	撸了	610303	1.82.225.171	中国陕西省宝鸡市	2	960047897
960047897	393412162	2.0201E+13	强人	610303	1.82.225.171	中国陕西省宝鸡市	2	960047897
960047897	393412162	2.0201E+13	两个18岁的嫩妹子，一丝不挂的三个人	610303	1.82.225.171	中国陕西省宝鸡市	18	960047897
960047897	393412162	2.0201E+13	我去	610303	1.82.225.171	中国陕西省宝鸡市	2	960047897
960047897	393412162	2.0201E+13	啥姿势都试了？	610303	1.82.225.171	中国陕西省宝鸡市	7	960047897
870353616	1474317906	2.0201E+13	阿威厉害	610115	1.83.83.201	中国陕西省西安市	4	870353616
870353616	1474317906	2.0201E+13	阿威，我要顶你	610115	1.83.83.201	中国陕西省西安市	7	870353616
960047897	1909811782	2.0201E+13	今天骑了骑摩托车，好爽	610102	1.83.244.158	中国陕西省西安市	11	960047897
960047897	1909811782	2.0201E+13	突然不想坐公交了	610102	1.83.244.158	中国陕西省西安市	8	960047897
960047897	1909811782	2.0201E+13	以后去大雁塔方便了	610102	1.83.244.158	中国陕西省西安市	9	960047897
960047897	1909811782	2.0201E+13	西安也有草莓啦	610102	1.83.244.165	中国陕西省西安市	7	960047897
960047897	1909811782	2.0201E+13	草莓一般都可以抢到票是吧？	610102	1.83.244.165	中国陕西省西安市	13	960047897
960047897	1909811782	2.0201E+13	求助去过的朋友	610102	1.83.244.165	中国陕西省西安市	7	960047897
960047897	1909811782	2.0201E+13	前两天痛仰来西安没抢到票，加价才买到	610102	1.83.244.165	中国陕西省西安市	18	960047897
960047897	1909811782	2.0201E+13	后来一张票吵到800一张	610102	1.83.244.165	中国陕西省西安市	12	960047897
960047897	460364789	2.0201E+13	@七星破军杀 @七星破军杀 怎么这么牛逼 怎么认识的	610102	1.83.247.15	中国陕西省西安市	26	960047897
1049074697	2406327790	2.0201E+13	5000多吧	610000	1.86.3.222	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	住酒店3000 车费1400	610000	1.86.3.222	中国陕西省西安市	14	1049074697
1049074697	2406327790	2.0201E+13	其它吃饭门票等	610000	1.86.3.222	中国陕西省西安市	7	1049074697
1049074697	2406327790	2.0201E+13	西安适合鼎友生活	610000	1.86.3.222	中国陕西省西安市	8	1049074697
1049074697	2406327790	2.0201E+13	比北京上海好	610000	1.86.3.222	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	都不一定要国庆来 周末也可以	610000	1.86.3.222	中国陕西省西安市	14	1049074697
1049074697	2406327790	2.0201E+13	人气长期不低	610000	1.86.3.222	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	大唐 喷泉日常5/6层也很正常	610000	1.86.3.222	中国陕西省西安市	15	1049074697
1049074697	2406327790	2.0201E+13	国庆反而不好 因为厚了	610000	1.86.3.222	中国陕西省西安市	11	1049074697
1049074697	2406327790	2.0201E+13	薄的难找	610000	1.86.3.222	中国陕西省西安市	4	1049074697
1049074697	2406327790	2.0201E+13	西安地铁不发达 公交可以玩的不错的	610000	1.86.3.222	中国陕西省西安市	17	1049074697
1049074697	2406327790	2.0201E+13	夏天不知道怎么美了	610000	1.86.3.222	中国陕西省西安市	9	1049074697
1049074697	2406327790	2.0201E+13	可惜可惜	610000	1.86.3.222	中国陕西省西安市	4	1049074697
1049074697	2406327790	2.0201E+13	今天是个好天	610000	1.86.3.222	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	我上高铁了	610000	1.86.3.222	中国陕西省西安市	5	1049074697
1049074697	2406327790	2.0201E+13	嗯	610000	1.86.3.222	中国陕西省西安市	1	1049074697
1049074697	2406327790	2.0201E+13	嗯	610000	1.86.3.222	中国陕西省西安市	1	1049074697
1049074697	2406327790	2.0201E+13	嗯	610000	1.86.3.222	中国陕西省西安市	1	1049074697
1049074697	2406327790	2.0201E+13	西安天天玩	610000	1.86.3.222	中国陕西省西安市	5	1049074697
870353616	2458687550	2.0201E+13	@西伯利亚狼 这个不是卖保险的那个呢	610000	1.86.16.168	中国陕西省西安市	18	870353616
870353616	2458687550	2.0201E+13	哦哦	610000	1.86.16.168	中国陕西省西安市	2	870353616
870353616	2458687550	2.0201E+13	楼顶部冷么	610000	1.86.16.168	中国陕西省西安市	5	870353616
870353616	2458687550	2.0201E+13	不	610000	1.86.16.168	中国陕西省西安市	1	870353616
870353616	2458687550	2.0201E+13	这要求还挺多	610000	1.86.16.168	中国陕西省西安市	6	870353616
870353616	2458687550	2.0201E+13	有互换视频的么	610000	1.86.16.168	中国陕西省西安市	7	870353616
870353616	2458687550	2.0201E+13	怎么都这么可以	610000	1.86.16.168	中国陕西省西安市	7	870353616
870353616	2458687550	2.0201E+13	可以加我	610000	1.86.16.168	中国陕西省西安市	4	870353616
870353616	2458687550	2.0201E+13	1、换视频的加我  2、想看我撩自己同事， 闺蜜  ，妈的也可以加我，给我号，给你看sao不sao，聊天记录给你	610000	1.86.16.168	中国陕西省西安市	56	870353616
1049074697	2406327790	2.0201E+13	唉	610000	1.86.35.185	中国陕西省西安市	1	1049074697
1049074697	2406327790	2.0201E+13	西安冷了	610000	1.86.35.185	中国陕西省西安市	4	1049074697
1049074697	2406327790	2.0201E+13	一色牛仔裤	610000	1.86.35.185	中国陕西省西安市	5	1049074697
1049074697	2406327790	2.0201E+13	妈的	610000	1.86.35.185	中国陕西省西安市	2	1049074697
1049074697	2406327790	2.0201E+13	@塔那托斯 @塔那托斯 册那	610000	1.86.35.185	中国陕西省西安市	14	1049074697
1049074697	2406327790	2.0201E+13	西安只剩厚的了	610000	1.86.35.185	中国陕西省西安市	7	1049074697
1049074697	2406327790	2.0201E+13	6 92kA1	610000	1.86.35.185	中国陕西省西安市	8	1049074697
1049074697	2406327790	2.0201E+13	6 92kA1	610000	1.86.35.185	中国陕西省西安市	8	1049074697
1049074697	2406327790	2.0201E+13	羡慕 不过我在上海也玩不了	610000	1.86.35.185	中国陕西省西安市	13	1049074697
1049074697	2406327790	2.0201E+13	西安还能玩玩	610000	1.86.35.185	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	@殿月 @殿月 我擦	610000	1.86.39.180	中国陕西省西安市	10	1049074697
1049074697	2406327790	2.0201E+13	6 92kA1	610000	1.86.39.180	中国陕西省西安市	8	1049074697
1049074697	2406327790	2.0201E+13	6 92kA1	610000	1.86.39.180	中国陕西省西安市	8	1049074697
1049074697	2406327790	2.0201E+13	好吃	610000	1.86.39.180	中国陕西省西安市	2	1049074697
1049074697	2406327790	2.0201E+13	葫芦鸡不吃了	610000	1.86.39.180	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	米酒也好喝	610000	1.86.39.180	中国陕西省西安市	5	1049074697
1049074697	2406327790	2.0201E+13	哎 今天又下雨降温	610000	1.86.39.180	中国陕西省西安市	9	1049074697
1049074697	2406327790	2.0201E+13	南方天好真好	610000	1.86.39.180	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	我只能鼎牛仔裤了	610000	1.86.39.180	中国陕西省西安市	8	1049074697
1049074697	2406327790	2.0201E+13	我在上海没地方玩 只能外地玩玩	610000	1.86.39.180	中国陕西省西安市	15	1049074697
1049074697	2406327790	2.0201E+13	哎	610000	1.86.39.180	中国陕西省西安市	1	1049074697
1049074697	2406327790	2.0201E+13	今天是国潮？	610000	1.86.39.180	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	我右边坐着又是肥猪配美女 嫉妒啊……	610000	1.86.39.180	中国陕西省西安市	18	1049074697
1049074697	2406327790	2.0201E+13	女的有7分	610000	1.86.39.180	中国陕西省西安市	5	1049074697
1049074697	2406327790	2.0201E+13	男的又矮又胖	610000	1.86.39.180	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.0201E+13	不知道 鹅不混酒吧	610000	1.86.39.180	中国陕西省西安市	9	1049074697
1049074697	2406327790	2.0201E+13	@北山一决 @北山一决 难受	610000	1.86.46.9	中国陕西省西安市	14	1049074697
1049074697	2406327790	2.0201E+13	女人都傻么 气	610000	1.86.46.9	中国陕西省西安市	7	1049074697
1049074697	2406327790	2.0201E+13	今天大雨 不出去了	610000	1.86.46.9	中国陕西省西安市	9	1049074697
1049074697	2406327790	2.0201E+13	呆到天黑	610000	1.86.46.9	中国陕西省西安市	4	1049074697
1049074697	2406327790	2.0201E+13	再出来	610000	1.86.46.9	中国陕西省西安市	3	1049074697
1049074697	2406327790	2.0201E+13	没啥地方	610000	1.86.46.9	中国陕西省西安市	4	1049074697
1049074697	2406327790	2.0201E+13	冷死了	610000	1.86.46.9	中国陕西省西安市	3	1049074697
1049074697	2406327790	2.0201E+13	https://weather.mp.qq.com/pages/aio?_wv=1090533159&_wwv=196612&scene=1&adcode=610103	610000	1.86.46.9	中国陕西省西安市	84	1049074697
1049074697	2406327790	2.0201E+13	西安白天也就兵马俑	610000	1.86.46.9	中国陕西省西安市	9	1049074697
1049074697	2406327790	2.0201E+13	公交暂时没好的	610000	1.86.46.9	中国陕西省西安市	7	1049074697
1049074697	2406327790	2.0201E+13	兵马俑我明天去	610000	1.86.46.9	中国陕西省西安市	7	1049074697
1049074697	2406327790	2.0201E+13	杭州喷泉咋一直不开呢	610000	1.86.46.9	中国陕西省西安市	10	1049074697
1049074697	2406327790	2.0201E+13	郁闷	610000	1.86.46.9	中国陕西省西安市	2	1049074697
1049074697	2406327790	2.0201E+13	西安的喷泉时间短 关键现在北方冷了	610000	1.86.46.9	中国陕西省西安市	17	1049074697
1049074697	2406327790	2.0201E+13	没有薄裙了	610000	1.86.46.9	中国陕西省西安市	5	1049074697
1049074697	2406327790	2.0201E+13	回去睡觉	610000	1.86.46.9	中国陕西省西安市	4	1049074697
1049074697	2406327790	2.0201E+13	我靠 女神结婚了……	610000	1.86.47.241	中国陕西省西安市	10	1049074697
1049074697	2406327790	2.0201E+13	@法王 @法王 石原里美不认识啊……	610000	1.86.47.241	中国陕西省西安市	18	1049074697
1049074697	2406327790	2.02009E+13	6 92kA1	610000	1.86.63.110	中国陕西省西安市	8	1049074697
1049074697	2406327790	2.02009E+13	@公子云 @公子云 刚刚在222上鼎了一小回	610000	1.86.63.110	中国陕西省西安市	22	1049074697
1049074697	2406327790	2.02009E+13	就一会 鼎了几下还行	610000	1.86.63.110	中国陕西省西安市	10	1049074697
1049074697	2406327790	2.02009E+13	两点约了导游	610000	1.86.63.110	中国陕西省西安市	6	1049074697
1049074697	2406327790	2.02009E+13	碑林	610000	1.86.63.110	中国陕西省西安市	2	1049074697
1049074697	2406327790	2.02009E+13	没时间排队	610000	1.86.63.110	中国陕西省西安市	5	1049074697
1049074697	2406327790	2.02009E+13	[视频]你的QQ暂不支持查看视频短片，请升级到最新版本后查看。	610000	1.86.63.110	中国陕西省西安市	31	1049074697
960047897	1909811782	2.02009E+13	公子又在草妞，公子最近桃花运爆棚	610102	1.87.171.83	中国陕西省西安市	16	960047897
960047897	460364789	2.02009E+13	两位哥别骂了	610102	1.87.171.177	中国陕西省西安市	6	960047897
960047897	460364789	2.02009E+13	没必要	610102	1.87.171.177	中国陕西省西安市	3	960047897
960047897	2322382759	2.02009E+13	哈哈	110108	1.89.91.95	中国北京市北京市海淀区	2	960047897
960047897	2322382759	2.02009E+13	现在只能半套啦	110108	1.89.91.95	中国北京市北京市海淀区	7	960047897
960047897	2322382759	2.0201E+13	好臀	110108	1.89.91.95	中国北京市北京市海淀区	2	960047897
960047897	2322382759	2.0201E+13	哪拍摄的？	110108	1.89.91.95	中国北京市北京市海淀区	5	960047897
960047897	2322382759	2.0201E+13	哈哈	110108	1.89.91.95	中国北京市北京市海淀区	2	960047897
960047897	2322382759	2.0201E+13	p中p	110108	1.89.91.95	中国北京市北京市海淀区	3	960047897
960047897	2322382759	2.0201E+13	大王才32岁啊，还年轻呢	110108	1.89.91.95	中国北京市北京市海淀区	12	960047897
960047897	2322382759	2.0201E+13	@北京-左岸 @北京-左岸 去之前咋约的？	110108	1.89.91.95	中国北京市北京市海淀区	21	960047897
960047897	2322382759	2.0201E+13	哈哈	110108	1.89.91.95	中国北京市北京市海淀区	2	960047897
960047897	2322382759	2.0201E+13	炮友就是这样的	110108	1.89.91.95	中国北京市北京市海淀区	7	960047897
960047897	2322382759	2.0201E+13	年纪越大越保守	110108	1.89.91.95	中国北京市北京市海淀区	7	960047897
960047897	2322382759	2.0201E+13	年轻点的抱着玩的心态的反而可以多人	110108	1.89.91.95	中国北京市北京市海淀区	17	960047897
636932620	190565402	2.02009E+13	有没有bra？	110102	1.94.171.18	中国北京市北京市海淀区	7	636932620
636932620	190565402	2.02009E+13	骚浪贱	110102	1.94.171.18	中国北京市北京市海淀区	3	636932620
636932620	190565402	2.02009E+13	看到你了	110102	1.94.171.18	中国北京市北京市海淀区	4	636932620
636932620	190565402	2.02009E+13	估计很快可以带到公交地铁活动了	110108	1.94.173.107	中国北京市北京市海淀区	15	636932620
636932620	190565402	2.02009E+13	车很空	110108	1.94.173.107	中国北京市北京市海淀区	3	636932620
636932620	190565402	2.02009E+13	铁手	110108	1.94.173.107	中国北京市北京市海淀区	2	636932620
636932620	190565402	2.02009E+13	我们愿意为嫂子服务	110108	1.94.173.107	中国北京市北京市海淀区	9	636932620
636932620	190565402	2.0201E+13	6 86eA1Bb43d340e6fa16fb1      50FkFSmGYRvmSYHkQWC47287D00ED368435FA45CA04AC011B2.gifA	110108	1.94.190.90	中国北京市北京市海淀区	86	636932620
636932620	190565402	2.0201E+13	这个图 诠释了夜嫂子的过程	110108	1.94.190.90	中国北京市北京市海淀区	13	636932620
636932620	190565402	2.0201E+13	她们都很懂开车	110108	1.94.190.90	中国北京市北京市海淀区	7	636932620
636932620	190565402	2.0201E+13	啥手机这么好	110108	1.94.191.63	中国北京市北京市海淀区	6	636932620
636932620	190565402	2.0201E+13	幸亏当年咱们有moon引导着踢了他	110108	1.94.191.63	中国北京市北京市海淀区	17	636932620
870353616	3431712710	2.0201E+13	那也可以啊	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	现在怎么越来越不好找	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	10	870353616
870353616	3431712710	2.0201E+13	年轻比较含蓄，不太好聊	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	11	870353616
870353616	3431712710	2.0201E+13	学生妹好骗	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	有机会遇到处	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	6	870353616
870353616	3431712710	2.0201E+13	就地解决？	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	不怕人家告你流氓	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	8	870353616
870353616	3431712710	2.0201E+13	你们不采取点措施	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	8	870353616
870353616	3431712710	2.0201E+13	随身携带套套	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	6	870353616
870353616	3431712710	2.0201E+13	嗯，这样安全	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	6	870353616
870353616	3431712710	2.0201E+13	你不送她东西也能炮她，只是看你诚意	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	17	870353616
870353616	3431712710	2.0201E+13	多大岁数	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	你多大？	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	你这是在做好事啊	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	8	870353616
870353616	3431712710	2.0201E+13	完全可以满足她。年轻有冲劲	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	13	870353616
870353616	3431712710	2.0201E+13	你是被人家吃了。	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	8	870353616
870353616	3431712710	2.0201E+13	吃嫩芽啊	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	我也喜欢	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	爷们	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	2	870353616
870353616	3431712710	2.0201E+13	就是	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	2	870353616
870353616	3431712710	2.0201E+13	也是看人	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	下面岂不是很松	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	7	870353616
870353616	3431712710	2.0201E+13	你可以毫无顾虑的发射了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	11	870353616
870353616	3431712710	2.0201E+13	那你把人家弄完了，还不得被发现。	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	16	870353616
870353616	3431712710	2.0201E+13	明显松弛	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	羊入虎口呗	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	进入身体，不进入生活呗	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	11	870353616
870353616	3431712710	2.0201E+13	就算处男，也没那激情了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	11	870353616
870353616	3431712710	2.0201E+13	我这个头像可以不	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	8	870353616
870353616	3431712710	2.0201E+13	为啥	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	2	870353616
870353616	3431712710	2.0201E+13	太假了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	3	870353616
870353616	3431712710	2.0201E+13	我觉得这个角度可以	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	9	870353616
870353616	3431712710	2.0201E+13	嘴好就行	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	这种女人最有感觉	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	8	870353616
870353616	3431712710	2.0201E+13	这么牛掰	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	4	870353616
870353616	3431712710	2.0201E+13	@西伯利亚狼 你上过？	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	11	870353616
870353616	3431712710	2.0201E+13	我发现那边的女人好看的开啊	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	13	870353616
870353616	3431712710	2.0201E+13	说上就上。	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	嗯，内心也不一样了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	9	870353616
870353616	3431712710	2.0201E+13	要小心	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	3	870353616
870353616	3431712710	2.0201E+13	约还得注意安全，这种可以慢点，先吃个饭交往一下	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	23	870353616
870353616	3431712710	2.0201E+13	可遇不可求啊	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	6	870353616
870353616	3431712710	2.0201E+13	你那时多大	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	发现岁数大了这方面就没市场了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	14	870353616
870353616	3431712710	2.0201E+13	不枉青春啊	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	年轻那会儿要是有你们这种想法得闹多少个	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	19	870353616
870353616	3431712710	2.0201E+13	当年有个总一起玩的小同事，在她寝室聊天，聊着聊着闹起来，拉着我的手就往她的方向拽，后悔没顺势压过去按倒	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	51	870353616
870353616	3431712710	2.0201E+13	你们说，搞身边的女人是不是不好脱身，最后只能搞个处对象结局然后分手	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	33	870353616
870353616	3431712710	2.0201E+13	关键是都在一个单位，上完了又不能给啥结果，主要是那会儿都是单身	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	31	870353616
870353616	3431712710	2.0201E+13	主要是遇到这种情况了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	10	870353616
870353616	3431712710	2.0201E+13	射了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	2	870353616
870353616	3431712710	2.0201E+13	太刺激了，人才	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	7	870353616
870353616	3431712710	2.0201E+13	正顶着呢？	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	5	870353616
870353616	3431712710	2.0201E+13	被发现了吗？	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	6	870353616
870353616	3431712710	2.0201E+13	你们是不是日本机车看多了	152502	1.183.164.193	中国内蒙古自治区锡林郭勒盟	12	870353616
960047897	1335723475	2.0201E+13	@北京-左岸 发个闪图看看	410105	1.192.241.145	中国河南省郑州市金水区	13	960047897
960047897	1335723475	2.0201E+13	贵阳有个全亚洲最大的小区，听说有个炮楼	410105	1.192.241.145	中国河南省郑州市金水区	19	960047897
960047897	1335723475	2.0201E+13	对	410105	1.192.241.145	中国河南省郑州市金水区	1	960047897
960047897	1335723475	2.0201E+13	云贵川那边少数民族多，开放	410105	1.192.241.145	中国河南省郑州市金水区	13	960047897
960047897	1335723475	2.0201E+13	想的美	410105	1.192.241.145	中国河南省郑州市金水区	3	960047897
960047897	1335723475	2.0201E+13	说开放是需要东西交换	410105	1.192.241.145	中国河南省郑州市金水区	10	960047897
960047897	1335723475	2.0201E+13	你不掏钱想草免费逼？	410105	1.192.241.145	中国河南省郑州市金水区	10	960047897
960047897	1335723475	2.0201E+13	给力，身材好，屁股大	410105	1.192.241.145	中国河南省郑州市金水区	10	960047897
960047897	1335723475	2.0201E+13	沟子深	410105	1.192.241.145	中国河南省郑州市金水区	3	960047897
1044937272	1044346649	2.0201E+13	[视频]你的QQ暂不支持查看视频短片，请升级到最新版本后查看。	410721	1.195.31.217	中国河南省新乡市新乡县	31	1044937272
960047897	812634761	2.02009E+13	@北京-初见 @北京-初见 +1	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
