GROUPID	USERID	APPID	CAPTURE_TIME	CLIENTIP	CONTENT	_QUERY_MATCHTERMS	IPAREAID	DotIP	Position
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	V07客人把话筒砸扁了 要不要赔偿	827185756	320102	49.77.218.92	中国江苏省南京市
18677929186	1217054341	laoluo3222	2.02009E+13	827185756		827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	其他一切正常	827185756	320102	49.77.218.92	中国江苏省南京市
18677929186	1217054341	laoluo3222	2.02009E+13	827185756	嗯嗯！这个群，别解散了	827185756	320102	49.77.218.92	中国江苏省南京市
18677929186	1217054341	laoluo3222	2.02009E+13	827185756		827185756	320102	49.77.218.92	中国江苏省南京市
19093818321	1530642980	lizhengjing520	2.02009E+13	827185756	@可乐 美女他男朋友行不行	827185756	320102	49.77.218.92	中国江苏省南京市
19093818321	920855680	huangdehualxh	2.02009E+13	827185756	我也是美女	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	@李凯龙 要	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	273340135	kcc378975646	2.02009E+13	827185756	m01喝一杯	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	@李凯龙 我来对接工程部过去	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	@Peter 已经对接工程部杨逍	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	@服务部李付宣17551023234 好的	827185756	320102	49.77.218.92	中国江苏省南京市
10801189770	1130280984	wxid_y2mahdrvbs6212	2.02009E+13	827185756	[Facepalm][Facepalm][Facepalm]	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1275117780	maruofei521	2.02009E+13	827185756	@吴军涛13515125169 115单已买，小费300支付宝，感谢	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	2538310841	wxid_ctk30pj7ssat22	2.02009E+13	827185756	@Peter 装果叉的那个叫什么  客赔里只有牙签盅	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	我让他添加一个	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	2538310841	wxid_ctk30pj7ssat22	2.02009E+13	827185756	好的@Peter	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	2538310841	wxid_ctk30pj7ssat22	2.02009E+13	827185756	@Peter 好了说一下   我叫服务员点	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	2538310841	wxid_ctk30pj7ssat22	2.02009E+13	827185756	好的	827185756	320102	49.77.218.92	中国江苏省南京市
19093818321	920855680	huangdehualxh	2.02009E+13	827185756	你想说什么	827185756	320102	49.77.218.92	中国江苏省南京市
24704459828	1275961140	taohualover	2.02009E+13	827185756	签到	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1889603134	wxid_1yduty38kuoq12	2.02009E+13	827185756	来	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	谁啊	827185756	320102	49.77.218.92	中国江苏省南京市
19093818321	1530642980	lizhengjing520	2.02009E+13	827185756	@Aི༘ૅ.⋆༄ཻ张德帅先森丶๗๊࿐ 你家狗子随你	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	胖胖？	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	这么亲热？	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	6的日狗	827185756	320102	49.77.218.92	中国江苏省南京市
11273967186	2633248722	wxid_ab8p08i5tsli21	2.02009E+13	827185756	明天谁想休息？	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	182006040	yuyalan001	2.02009E+13	827185756	跟客人说👋价的 给我特妈死出群去	827185756	320102	49.77.218.92	中国江苏省南京市
19654719794	2009493241	wxid_2036280362711	2.02009E+13	827185756	@潇 1楼制冰机房门口看一下	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	2940461500	howloveiy	2.02009E+13	827185756	哈哈哈哈	827185756	320102	49.77.218.92	中国江苏省南京市
5334567432	2729931734	wxid_jbigysij5r9h12	2.02009E+13	827185756	专心	827185756	320102	49.77.218.92	中国江苏省南京市
11273967186	2633248722	wxid_ab8p08i5tsli21	2.02009E+13	827185756	我预定28，剩下的，你们看	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	1617647200	q987654321_love	2.02009E+13	827185756	@王菲🌻 给她几嘴巴	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	2940461500	howloveiy	2.02009E+13	827185756	天天气	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	2940461500	howloveiy	2.02009E+13	827185756	在群里啊？	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	182006040	yuyalan001	2.02009E+13	827185756	嗯	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	2940461500	howloveiy	2.02009E+13	827185756	哎 有人退群了	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	2940461500	howloveiy	2.02009E+13	827185756	...你把她名片发出来啊	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	粉色的龟头？	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	哈哈哈哈哈	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	207客人不要服务员在包间里面  在门口随时提供服务 定时进包间整理卫生@Peter	827185756	320102	49.77.218.92	中国江苏省南京市
19093818321	1530642980	lizhengjing520	2.02009E+13	827185756	@MAGO黄先生 哪个潘西喊你	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	6批	827185756	320102	49.77.218.92	中国江苏省南京市
20499783014	2418560760	shouji132219661411	2.02009E+13	827185756	来了	827185756	320102	49.77.218.92	中国江苏省南京市
18688618290	1617647200	q987654321_love	2.02009E+13	827185756	@李悦15255500000 我姐夫走了？	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	羡慕	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	像素真好啊	827185756	320102	49.77.218.92	中国江苏省南京市
18688618290	1617647200	q987654321_love	2.02009E+13	827185756	@刘红明13305174265 欠吧登	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	182006040	yuyalan001	2.02009E+13	827185756	我觉得我做人做事够可以了 不管有意无意  没有下一次	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	2940461500	howloveiy	2.02009E+13	827185756	带我上班的呢@王菲🌻	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	182006040	yuyalan001	2.02009E+13	827185756	@富江 先来找我单挑	827185756	320102	49.77.218.92	中国江苏省南京市
19481608509	182006040	yuyalan001	2.02009E+13	827185756	哈哈哈	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	370301115	lixianyangnihao	2.02009E+13	827185756	113洗手间全是虫子	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	370301115	lixianyangnihao	2.02009E+13	827185756	一开门！下它们一跳	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	/::(	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	@服务部李付宣17551023234 好的	827185756	320102	49.77.218.92	中国江苏省南京市
11273967186	2633248722	wxid_ab8p08i5tsli21	2.02009E+13	827185756	巧克力2，肉松2，红豆2，巴旦木2，优格4，榴莲4，金焦4，柠檬4，皇冠9，老北6，胡麻子5，海盐5，菠萝4，抹茶3，蛋黄6，鲜吐司6，冲绳4，23块面	827185756	320102	49.77.218.92	中国江苏省南京市
11273967186	2633248722	wxid_ab8p08i5tsli21	2.02009E+13	827185756	给你们自己选，醒了后，想休就休，不想休就上班	827185756	320102	49.77.218.92	中国江苏省南京市
24183879387	1275117780	maruofei521	2.02009E+13	827185756	v03	827185756	320102	49.77.218.92	中国江苏省南京市
24183879387	1275117780	maruofei521	2.02009E+13	827185756	107	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1275117780	maruofei521	2.02009E+13	827185756	@A组-卓林 107开发票，请知晓	827185756	320102	49.77.218.92	中国江苏省南京市
18443979725	2865084760	zxz19940415521	2.02009E+13	827185756	女的报警了	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	@Peter 206包间突发事件男客人踹女客人 具体原因因为前男女朋友关系！女的报警了！现场已控制！	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	3465488709	wxid_8f20qh9hxe5j22	2.02009E+13	827185756	@Peter @李先扬17398254121 V08客人要一求服务员在包厢抽烟并要给服务员点烟。	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1275117780	maruofei521	2.02009E+13	827185756	v03陈俊杰（股）开发票请知晓	827185756	320102	49.77.218.92	中国江苏省南京市
18443979725	2195165600	xxm1309685967	2.02009E+13	827185756	收到	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	@李凯龙 礼宾跟进了吗？	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	哈哈哈哈哈	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	@姚李杰 好的，度要有	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	跟进了	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	在门口	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	定位人侯雪妮	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1275117780	maruofei521	2.02009E+13	827185756	@A组-卓林 107单已买，小费600，300现金，300微信，感谢	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	@B组总监 魏兵18151668080 201单已买小费300支付宝感谢	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1275117780	maruofei521	2.02009E+13	827185756	v03陈俊杰（股）单已买，两人小费600微信，感谢	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	3465488709	wxid_8f20qh9hxe5j22	2.02009E+13	827185756	@Peter 好的	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	@a趙雲🍃校长🐳Mago总监 203单已买小费640现金感谢	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	3476536342	wxid_cvfco0a2azta22	2.02009E+13	827185756	已联系侯雪妮，她人不在公司，她在电话联系客人沟通@李凯龙	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1275117780	maruofei521	2.02009E+13	827185756	@厨房主管许飞飞13244778778 102	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1275117780	maruofei521	2.02009E+13	827185756	从新换一份吧	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	@南京店MAGO前台18018094376 收到  现场正在跟进！	827185756	320102	49.77.218.92	中国江苏省南京市
24183879387	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	v07	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	2729931734	wxid_jbigysij5r9h12	2.02009E+13	827185756	V06打碟报备过了	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	1234783280	shanggan90	2.02009E+13	827185756	@曼琪组郭皓月（嘉文） 好	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	2729931734	wxid_jbigysij5r9h12	2.02009E+13	827185756	@运营经理Peter 好的	827185756	320102	49.77.218.92	中国江苏省南京市
17583921714	1234783280	shanggan90	2.02009E+13	827185756	V06打碟	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	2729931734	wxid_jbigysij5r9h12	2.02009E+13	827185756	嗨起来	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	V06打碟，我叫过了，看一下	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	2009493241	wxid_2036280362711	2.02009E+13	827185756	@GS_梁凤 来206门口，客户纠纷	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	收到	827185756	320102	49.77.218.92	中国江苏省南京市
11273967186	2633248722	wxid_ab8p08i5tsli21	2.02009E+13	827185756	@吴永安-13072557167 早点睡觉去	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	2009493241	wxid_2036280362711	2.02009E+13	827185756	@运营经理Peter 206、207注意账单跟进。客户纠纷，已报警处理	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1275117780	maruofei521	2.02009E+13	827185756	@a趙雲🍃校长🐳Mago总监 来下203客人找你	827185756	320102	49.77.218.92	中国江苏省南京市
11273967186	2633248722	wxid_ab8p08i5tsli21	2.02009E+13	827185756	我记得你了，明天开始，给你穿小鞋[Smart]	827185756	320102	49.77.218.92	中国江苏省南京市
18115007759	688745206	wxid_imlbhnpubrvz22	2.02009E+13	827185756	他妈的	827185756	320102	49.77.218.92	中国江苏省南京市
18115007759	688745206	wxid_imlbhnpubrvz22	2.02009E+13	827185756	103喝死在买两瓶酒	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	1234783280	shanggan90	2.02009E+13	827185756	收到@运营副总 吴庆扬	827185756	320102	49.77.218.92	中国江苏省南京市
18115007759	688745206	wxid_imlbhnpubrvz22	2.02009E+13	827185756	最多	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	@Peter v08男客人脱衬衫！袒胸露乳，露纹身！我看着都怕！[旺柴]	827185756	320102	49.77.218.92	中国江苏省南京市
24189171849	2708661281	wxid_dv2hbftqfje741	2.02009E+13	827185756	估计都在忙@🐯ྀི小京京-	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	2195165600	xxm1309685967	2.02009E+13	827185756	报备：207男客与206女客发生吵架升级动手冲突女的被踹一脚，礼宾人员已经阻止！女客己报警。警察己到现场双方带离公司。@运营副总 吴庆扬	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	2009493241	wxid_2036280362711	2.02009E+13	827185756	@李凯龙 订位人跟进	827185756	320102	49.77.218.92	中国江苏省南京市
24189171849	1573547441	wxid_9bn2zc7qtbud11	2.02009E+13	827185756	有没有小姐姐在mago的？	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	@李凯龙 好的	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	@Terry 收到 定位人魏欢	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	2009493241	wxid_2036280362711	2.02009E+13	827185756	@李凯龙 别慌，可能出汗就褪色了[Smart]	827185756	320102	49.77.218.92	中国江苏省南京市
18443979725	1329515860	panchengdo	2.02009E+13	827185756	105有5个女孩孩子一起在卫生间，以叫出	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	2009493241	wxid_2036280362711	2.02009E+13	827185756	@礼宾部主管-徐小明 👌	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	@Terry 收到	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	你们下班了？	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	@李凯龙 v08魏欢订 同样一个抢手 上次在101跑单啦 注意下	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1275117780	maruofei521	2.02009E+13	827185756	【MAGO光荣榜】         💛荣誉至上💛   感謝[m01包厢][梁凤女神]      今晚𝙈𝘼𝙂𝙊狩猎成功会员充值50000送10000   尽情狩猎乐享最新生活方式   𝙈𝘼𝙂𝙊全体同仁感恩有您…！	827185756	320102	49.77.218.92	中国江苏省南京市
18443979725	1329515860	panchengdo	2.02009E+13	827185756	105客人在包间砸东西。正在现场持续报道	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	1650709300	muchen1215	2.02009E+13	827185756	？	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	本来就是啊	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	让他走	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	157910960	wxid_yye9w49rd20022	2.02009E+13	827185756	@服务部李付宣17551023234 收到！在门口跟进	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1530642980	lizhengjing520	2.02009E+13	827185756	【MAGO光荣榜】         💛荣誉至上💛   感謝[m01包厢][梁凤女神]      今晚𝙈𝘼𝙂𝙊狩猎成功会员充值50000送10000   尽情狩猎乐享最新生活方式   𝙈𝘼𝙂𝙊全体同仁感恩有您…！	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	1234783280	shanggan90	2.02009E+13	827185756	@礼宾部主管-徐小明 V08来个礼宾跟进一下，有异常。	827185756	320102	49.77.218.92	中国江苏省南京市
24189171849	1573547441	wxid_9bn2zc7qtbud11	2.02009E+13	827185756	@涛涛s(・｀👍  ´・;)ゞ👯 👫 111	827185756	320102	49.77.218.92	中国江苏省南京市
24189171849	1573547441	wxid_9bn2zc7qtbud11	2.02009E+13	827185756	来喝	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1234783280	shanggan90	2.02009E+13	827185756	【MAGO光荣榜】         💛荣誉至上💛   感謝[m01包厢][梁凤女神]      今晚𝙈𝘼𝙂𝙊狩猎成功会员充值50000送10000   尽情狩猎乐享最新生活方式   𝙈𝘼𝙂𝙊全体同仁感恩有您…！	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	真的是	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1507523863	wxid_scx2yupqglp321	2.02009E+13	827185756	【MAGO光荣榜】         💛荣誉至上💛   感謝[m01包厢][梁凤女神]      今晚𝙈𝘼𝙂𝙊狩猎成功会员充值50000送10000   尽情狩猎乐享最新生活方式   𝙈𝘼𝙂𝙊全体同仁感恩有您…！	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	服了	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	2195165600	xxm1309685967	2.02009E+13	827185756	@运营经理Peter 收到	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	273340135	kcc378975646	2.02009E+13	827185756	@A🗯 好好喝酒	827185756	320102	49.77.218.92	中国江苏省南京市
18115007759	182006040	yuyalan001	2.02009E+13	827185756	抢红包了	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	1650709300	muchen1215	2.02009E+13	827185756	安安都发了	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1133289322	wxid_2v3406072y9d21	2.02009E+13	827185756	【MAGO光荣榜】         💛荣誉至上💛   感謝[m01包厢][梁凤女神]      今晚𝙈𝘼𝙂𝙊狩猎成功会员充值50000送10000   尽情狩猎乐享最新生活方式   𝙈𝘼𝙂𝙊全体同仁感恩有您…！	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	1650709300	muchen1215	2.02009E+13	827185756	有人可以陪我的帅安安喝一杯吗	827185756	320102	49.77.218.92	中国江苏省南京市
18443979725	2195165600	xxm1309685967	2.02009E+13	827185756	收到	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	1098166220	wujuntao173453	2.02009E+13	827185756	【MAGO光荣榜】         💛荣誉至上💛   感謝[m01包厢][梁凤女神]      今晚𝙈𝘼𝙂𝙊狩猎成功会员充值50000送10000   尽情狩猎乐享最新生活方式   𝙈𝘼𝙂𝙊全体同仁感恩有您…！	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	273340135	kcc378975646	2.02009E+13	827185756	欢迎安安	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	273340135	kcc378975646	2.02009E+13	827185756	哈哈哈哈	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	1650709300	muchen1215	2.02009E+13	827185756	谢谢安安	827185756	320102	49.77.218.92	中国江苏省南京市
19864586581	1234783280	shanggan90	2.02009E+13	827185756	@周明明 好的	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	273340135	kcc378975646	2.02009E+13	827185756	@DYL 你好好蹦迪	827185756	320102	49.77.218.92	中国江苏省南京市
17826582373	2265187776	wxid_aheeymdq95fg12	2.02009E+13	827185756	滚	827185756	320102	49.77.218.92	中国江苏省南京市
18443979725	2865084760	zxz19940415521	2.02009E+13	827185756	用不用支援	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	273340135	kcc378975646	2.02009E+13	827185756	音乐这么好  酒这么香	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	老子	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	273340135	kcc378975646	2.02009E+13	827185756	开始了	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	这边	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	砸包间了	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	一片狼藉	827185756	320102	49.77.218.92	中国江苏省南京市
22521181320	896683820	huaweibof	2.02009E+13	827185756	【MAGO光荣榜】         💛荣誉至上💛   感謝[m01包厢][梁凤女神]      今晚𝙈𝘼𝙂𝙊狩猎成功会员充值50000送10000   尽情狩猎乐享最新生活方式   𝙈𝘼𝙂𝙊全体同仁感恩有您…！	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	嗯	827185756	320102	49.77.218.92	中国江苏省南京市
18443979725	1329515860	panchengdo	2.02009E+13	827185756	有我在拖拖的	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	女客人喝多了	827185756	320102	49.77.218.92	中国江苏省南京市
22928786697	3321169957	wxid_p4aja0g8bnoq12	2.02009E+13	827185756	后门面来的	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1275117780	maruofei521	2.02009E+13	827185756	这个盘子客赔多少合适@Peter	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	1650709300	muchen1215	2.02009E+13	827185756	@DYL 你也不差	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	1650709300	muchen1215	2.02009E+13	827185756	[Facepalm]	827185756	320102	49.77.218.92	中国江苏省南京市
11077001101	273340135	kcc378975646	2.02009E+13	827185756	为什么喜欢冷色系	827185756	320102	49.77.218.92	中国江苏省南京市
20146387548	1234783280	shanggan90	2.02009E+13	827185756	50	827185756	320102	49.77.218.92	中国江苏省南京市
